team #,match #,alliance color,starting level,preload,no show,moved forward,auto piece placed,double auto,ship cargo,level 1 cargo,level 2 cargo,level 3 cargo,ship hatches,level 1 hatches,level 2 hatches,level 3 hatches,hatches dropped,cargo dropped,hab attempt level,hab success,hab level reached,climb time,dead,defense
1598,20,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1
6802,20,1,1,1,0,1,1,0,2,2,0,0,2,3,0,0,0,0,2,2,2,10,0,0
7886,20,0,1,1,0,1,1,0,6,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0
5954,20,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,2,1,1,0,0,0
1413,20,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
384,20,1,2,2,0,1,0,0,3,0,0,0,1,0,0,0,0,1,3,2,3,23,0,0
6194,21,1,2,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,2,2,2,15,0,0
1915,21,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,2,0
5804,21,0,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0
1262,21,1,1,1,0,1,1,0,1,2,0,0,0,2,2,0,0,0,2,1,1,0,0,0
3455,21,1,2,0,0,1,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4466,21,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0
1522,22,0,1,1,0,1,1,0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0
3136,22,0,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0
6312,22,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
619,22,1,2,1,0,1,1,0,3,0,0,0,4,2,0,0,0,0,1,2,1,0,0,0
449,22,1,1,1,0,1,1,0,3,2,0,0,1,2,0,0,1,0,3,2,3,20,0,0
6194,23,1,1,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,2,2,2,15,0,0
977,23,1,2,1,0,1,1,0,0,0,1,0,1,1,1,2,0,0,2,2,2,16,0,0
1086,23,0,1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0
5804,23,0,2,1,0,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
346,23,1,2,1,0,1,1,0,3,2,0,0,3,2,0,0,0,0,3,2,3,6,0,0
3748,24,0,1,1,0,1,1,0,3,0,0,0,2,2,0,0,0,0,2,2,2,7,0,0
1915,24,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
5279,24,0,2,2,0,1,1,0,3,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1
3258,24,1,2,2,0,1,1,0,4,0,0,0,1,0,0,0,1,2,2,1,1,0,0,0
977,25,1,2,1,0,1,1,0,0,0,0,1,0,2,2,2,0,1,2,1,1,0,0,0
1262,25,0,1,1,0,1,1,0,3,1,0,0,1,2,0,0,0,0,2,2,2,7,0,0
3274,25,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
1413,25,0,2,2,0,1,0,0,2,0,0,0,0,1,0,0,0,1,3,2,3,2,0,1
5950,25,1,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1086,26,0,1,2,0,1,1,0,2,0,0,0,0,0,0,1,4,0,2,2,2,2,0,0
384,26,0,2,2,0,1,1,0,4,0,0,0,2,0,0,0,0,0,3,2,3,4,0,0
4505,26,0,2,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1
3939,26,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0
5724,26,1,2,2,0,1,1,0,3,0,0,0,0,1,0,0,0,1,2,2,2,18,0,0
5950,22,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
3136,26,1,2,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
6312,24,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1
2068,27,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
7886,27,1,2,2,0,1,1,0,6,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
540,27,0,1,2,0,1,0,0,3,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0
4466,27,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
1522,27,1,1,1,0,1,0,0,0,0,0,0,2,1,0,0,0,1,2,1,1,0,0,0
3455,27,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,2,0
449,28,0,1,1,0,1,1,0,2,1,0,0,0,2,0,0,1,1,2,2,2,8,0,0
3072,28,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,6,0,1
619,28,1,2,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
346,28,1,2,1,0,1,1,0,2,2,0,0,4,2,0,0,0,0,3,1,1,0,0,0
5954,28,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0
401,28,0,2,1,0,1,1,0,0,2,2,0,1,2,2,2,0,0,1,2,1,0,0,0
3748,29,1,1,1,0,1,1,0,1,0,0,0,2,0,0,0,0,3,2,2,2,10,0,0
539,29,0,2,2,0,1,1,0,4,0,0,0,1,0,0,0,1,0,1,2,1,0,0,0
1086,29,1,2,2,0,1,0,0,4,0,0,0,0,0,0,1,0,1,2,2,2,5,0,0
1262,29,0,1,1,0,1,1,0,1,2,0,0,1,1,2,0,0,0,2,2,2,3,0,0
1086,29,1,2,2,0,1,0,0,4,0,0,0,0,0,0,1,0,1,2,2,2,4,0,0
7886,29,0,1,2,0,1,1,0,2,0,0,0,1,0,0,0,2,2,1,2,1,0,0,0
6194,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,2,16,0,0
5954,30,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,2,0
3136,30,0,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
3258,30,1,2,2,0,1,0,0,5,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0
5954,30,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,0,0,1
540,30,0,2,2,0,1,1,0,4,0,0,0,1,0,0,0,1,0,2,1,1,0,0,0
539,31,0,2,2,0,1,1,0,4,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0
4466,31,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
384,31,1,2,2,0,1,1,0,6,1,0,0,0,0,0,0,0,0,3,2,3,3,0,0
5724,31,1,1,1,0,1,1,0,0,2,0,0,1,2,0,0,0,1,2,2,2,7,0,0
449,31,0,1,1,0,1,0,0,1,0,0,0,2,2,0,0,1,1,3,2,3,13,0,0
5279,31,0,2,2,0,1,1,0,2,2,0,0,0,2,0,0,0,0,1,2,1,0,0,0
1598,32,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1
5950,32,0,1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6312,32,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3939,32,0,1,1,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0
1413,32,1,2,2,0,1,0,0,7,0,0,0,1,0,0,0,2,0,2,2,2,2,0,0
346,32,0,2,1,0,1,0,0,0,0,0,0,3,1,0,0,0,2,3,2,3,6,0,0
6802,33,0,2,1,0,1,0,0,1,2,0,0,0,1,0,0,1,0,3,2,3,15,0,0
5804,33,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0
1915,33,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
977,33,0,1,1,0,1,1,0,0,0,0,2,0,1,2,2,1,0,1,2,1,0,0,0
3455,33,1,2,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0
2068,33,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3072,34,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,1,3,2,3,10,0,0
1522,34,0,1,1,0,1,0,0,2,0,0,0,2,1,0,0,0,0,2,1,1,0,0,0
619,34,0,2,1,0,1,1,0,1,3,0,0,3,2,0,0,1,1,1,2,1,0,0,0
4505,34,1,2,1,0,1,1,0,5,1,0,0,1,0,0,0,1,0,1,2,1,0,0,0
2890,34,0,2,2,0,1,0,0,3,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0
3274,34,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1
3258,35,0,1,1,0,1,1,0,2,2,2,0,0,0,0,0,0,0,2,1,1,0,0,0
1915,35,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,0,0,0
5950,35,1,1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1
384,35,0,2,2,0,1,0,2,5,0,0,0,2,0,0,0,0,3,3,2,3,4,0,0
977,35,0,2,1,0,1,1,0,0,0,0,0,0,2,2,2,0,1,1,2,1,0,0,0
