team #,match #,alliance color,starting level,preload,no show,moved forward,auto piece placed,double auto,ship cargo,level 1 cargo,level 2 cargo,level 3 cargo,ship hatches,level 1 hatches,level 2 hatches,level 3 hatches,hatches dropped,cargo dropped,hab attempt level,hab success,hab level reached,climb time,dead,defense,defended
772,84,1,1,1,0,1,1,0,3,1,0,0,1,2,0,0,0,0,3,1,1,0,0,0,0
103,85,1,1,1,0,1,1,0,1,2,1,0,0,1,1,1,1,2,2,2,2,4,0,0,1
1218,85,0,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,3,2,3,7,0,2,0
2771,85,0,1,1,0,1,1,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0
125,85,0,1,1,0,1,1,0,0,2,1,2,0,2,2,2,2,1,0,0,0,0,0,0,0
1058,85,1,1,1,0,1,1,0,0,0,0,0,0,1,2,2,0,0,3,2,3,12,0,0,1
1317,85,1,2,2,0,1,1,0,3,0,0,0,0,0,0,0,2,0,2,2,2,4,0,0,0
3555,86,0,2,1,0,1,0,0,3,0,0,0,1,0,0,0,2,0,2,2,2,4,0,0,1
4143,86,0,2,1,0,1,1,0,4,0,1,0,0,1,2,0,1,0,3,2,3,12,0,0,0
2791,86,1,1,1,0,1,0,0,1,0,2,0,0,0,2,2,1,0,2,2,2,3,0,0,1
1781,86,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,8,0,2,0
771,86,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,2,0
2502,87,1,2,1,0,1,0,0,4,1,0,0,1,0,0,0,0,0,3,2,3,6,0,0,0
503,87,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,3,1,2,1,1,0,0,0,1
5951,87,0,2,1,0,1,1,0,2,4,0,0,0,3,0,0,0,0,2,2,2,17,0,0,0
2337,87,0,2,1,0,1,1,0,2,1,1,0,1,1,1,0,0,1,3,1,1,0,0,0,1
4481,88,0,1,1,0,1,1,0,1,0,0,0,2,3,2,2,1,0,3,2,3,9,0,0,1
4481,88,0,1,1,0,1,1,0,0,0,0,0,1,2,2,2,2,0,3,2,3,7,0,0,1
353,88,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,6,0,1,0
5943,88,1,2,2,0,1,0,0,3,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
3667,86,1,2,1,0,1,1,0,6,0,0,0,1,1,0,0,0,1,3,2,3,4,0,0,1
236,87,1,2,1,0,1,1,0,2,0,0,2,1,2,0,1,0,0,2,2,2,4,0,0,0
3604,88,1,2,2,0,1,1,0,2,1,0,0,0,0,0,0,0,2,3,1,1,0,0,0,2
3624,88,1,1,1,0,1,1,0,0,0,0,0,1,2,0,0,2,0,2,2,2,4,0,0,1
353,88,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,6,0,1,0
3044,89,1,2,2,0,1,0,0,3,2,0,0,0,0,0,0,0,1,2,2,2,6,0,0,0
5811,89,0,1,2,0,1,1,0,2,1,0,0,3,2,0,0,0,1,1,1,0,0,0,0,0
1676,89,1,2,1,0,1,1,0,4,0,0,0,2,0,0,2,1,1,2,2,2,3,0,0,1
2500,89,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,2,0
3146,89,0,2,1,0,1,1,0,1,2,2,0,1,2,2,1,2,0,3,1,1,0,0,0,0
4253,89,1,1,2,0,1,1,0,1,0,0,0,0,2,2,1,1,1,1,2,1,0,0,0,0
5348,90,0,2,2,0,1,1,0,3,0,0,0,0,0,0,0,2,2,3,1,1,0,0,0,0
868,90,1,2,1,0,1,0,0,0,1,0,0,1,2,1,0,1,0,3,2,3,8,0,0,1
1918,90,0,2,1,0,1,1,0,3,2,0,0,0,2,2,1,0,0,1,2,1,0,0,0,1
245,90,1,1,1,0,1,1,0,7,1,0,0,1,1,0,0,0,0,2,1,1,0,0,0,1
365,90,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,9,0,0,0
449,90,0,1,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,2,2,9,0,2,0
191,91,1,2,1,0,1,1,0,1,2,0,0,0,2,0,0,2,1,2,2,2,7,0,0,1
1923,91,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,2,1,0,0,0,1
7480,91,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,14,0,2,0
2771,91,0,1,1,0,1,1,0,4,0,0,0,0,1,0,0,0,0,3,2,3,14,0,0,1
5501,91,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,3,2,3,16,0,2,0
225,91,1,2,1,0,1,1,0,4,2,0,0,1,2,0,0,2,1,1,2,1,0,0,0,1
175,92,0,1,1,0,1,1,0,0,0,2,0,1,2,2,0,0,0,2,2,2,8,0,0,0
51,92,0,2,1,0,1,0,0,6,3,0,0,0,0,0,0,1,0,2,2,2,5,0,0,1
16,92,1,1,1,0,1,1,0,0,0,2,2,0,2,1,2,0,0,3,1,1,0,0,0,0
1218,92,1,2,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,2,2,2,10,0,1,0
5951,92,1,2,1,0,1,1,0,7,3,0,0,2,0,0,0,0,0,2,2,2,16,0,0,0
3926,92,0,1,1,0,1,1,0,0,0,0,0,4,2,0,0,1,0,3,2,3,13,0,0,0
88,93,0,2,1,0,1,1,0,3,2,1,0,1,1,0,0,0,1,3,2,3,8,0,0,2
250,93,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0
7651,93,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0
103,93,1,1,1,0,1,1,0,5,2,0,0,1,2,0,0,0,0,3,2,3,4,0,0,2
7462,93,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,2
5084,94,0,1,1,0,1,1,0,2,0,0,0,2,1,0,0,1,3,2,1,1,0,0,0,0
3604,95,0,2,2,0,1,1,0,5,2,2,2,0,0,0,0,0,0,2,1,1,0,0,0,1
3624,96,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,2,0
3044,97,0,2,2,0,1,1,0,5,2,0,0,0,0,0,0,0,1,2,2,2,4,0,0,1
245,98,0,2,1,0,1,1,0,1,2,0,0,1,2,1,1,2,0,2,1,1,0,0,0,2
1781,99,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,10,0,2,0
503,100,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,3,2,3,5,0,2,0
1923,101,0,1,1,0,1,0,0,3,2,1,0,1,2,0,0,0,0,1,2,1,0,0,0,0
772,102,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,3,2,3,15,0,0,1
1317,94,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0
236,95,1,2,1,0,1,1,0,2,1,1,0,1,2,2,0,0,0,3,2,3,9,0,0,0
3381,96,1,1,2,0,1,1,0,4,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1
191,97,1,2,1,0,1,1,0,4,0,0,0,1,0,0,0,1,1,2,2,2,6,0,0,1
3667,98,1,2,1,0,1,1,0,3,1,0,0,2,2,0,0,1,1,3,2,3,8,0,0,0
5348,99,1,2,2,0,1,0,0,2,3,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0
7673,100,1,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,1,0
3555,101,1,1,1,0,1,1,0,4,1,0,0,1,2,0,0,0,1,2,2,2,7,0,0,1
7480,102,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,2,0
1058,95,0,2,1,0,1,1,0,0,0,0,0,1,1,2,2,0,0,3,2,3,11,0,1,1
6401,96,0,2,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,2,2,2,8,0,0,0
7719,97,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0
2337,98,0,2,1,0,1,1,0,2,2,1,0,0,2,1,0,0,0,3,2,3,7,0,0,0
5501,99,0,2,1,0,1,0,0,3,0,0,0,0,1,0,0,2,0,2,1,1,0,0,0,0
1676,100,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,2,0,2,2,2,1,0,0,1
6806,101,0,2,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,2,2,7,0,1,0
771,102,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,2,0
4253,94,1,2,2,0,1,1,0,5,1,0,0,1,0,0,0,1,0,1,2,1,0,0,0,1
5811,95,1,1,1,0,1,0,0,5,2,0,0,2,2,0,0,0,0,1,2,1,0,0,0,0
190,96,1,2,1,0,1,0,0,0,0,0,0,0,1,1,1,4,0,3,2,3,7,0,0,2
836,97,1,2,1,0,1,0,0,0,2,0,0,2,2,0,0,0,0,3,2,3,9,0,0,0
2500,98,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,2,0
4481,99,1,1,1,0,1,1,0,1,0,0,0,2,2,2,2,0,0,3,2,3,4,0,1,0
365,100,1,1,2,0,1,1,0,6,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1
1024,101,1,2,1,0,1,0,0,0,0,0,0,1,2,2,0,3,0,1,2,1,0,0,0,0
1918,102,1,2,1,0,1,1,0,1,0,2,2,1,1,1,2,0,0,1,2,1,0,0,0,1
175,103,1,1,1,0,1,1,0,3,1,0,0,0,2,0,0,0,1,2,2,2,3,0,0,1
449,96,0,1,1,0,1,1,0,2,1,0,0,1,2,0,0,1,2,3,1,0,0,0,0,0
2502,97,0,1,1,0,1,0,0,1,0,0,0,2,2,0,0,0,0,3,2,3,10,0,0,1
2265,98,0,1,1,0,1,0,0,3,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,1
3146,99,0,2,1,0,1,1,0,3,1,0,0,0,2,0,0,0,1,3,2,3,5,0,0,1
125,100,0,1,1,0,1,1,0,2,2,2,2,0,2,2,2,0,1,1,2,1,0,0,0,1
868,101,0,2,1,0,1,1,0,1,1,0,0,0,2,2,2,1,0,0,0,0,0,0,0,1
1690,102,0,2,1,0,1,1,1,3,2,2,0,1,2,2,0,1,1,1,2,1,0,0,0,1
245,103,0,2,1,0,1,1,0,0,0,1,0,1,2,2,0,0,0,2,2,2,8,0,0,2
836,103,0,1,1,0,1,1,1,0,2,0,0,2,2,0,0,0,0,3,2,3,10,0,1,0
3542,94,1,1,1,0,1,1,0,0,2,1,0,1,2,2,0,0,2,3,2,3,8,0,0,1
2830,95,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,7,0,2,0
4143,96,1,2,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,2,2,2,7,0,0,1
836,97,1,2,1,0,1,0,0,0,2,0,0,1,2,0,0,0,0,3,2,3,12,0,0,1
4143,98,1,1,1,0,1,1,0,2,2,0,0,2,1,0,0,0,0,2,1,1,0,0,0,0
1792,99,1,1,1,0,1,1,0,0,0,0,0,0,2,2,0,0,0,2,2,2,5,0,0,1
217,100,1,1,1,0,1,1,0,1,2,1,0,0,2,2,0,1,0,2,2,2,8,0,0,1
5943,101,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,2,0
5567,102,1,1,1,0,1,0,0,0,0,1,0,0,3,2,1,2,0,3,2,3,11,0,0,0
4143,103,0,2,1,0,1,0,0,7,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,1
250,103,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0
4253,103,1,2,2,0,1,1,0,4,0,0,0,1,1,0,0,5,0,3,2,3,4,0,0,0
5501,104,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,2,2,2,10,0,1,0
3707,104,0,2,1,0,1,1,0,3,3,1,0,1,0,3,0,0,0,3,2,3,7,0,0,1
5811,104,0,2,1,0,1,1,0,0,0,0,0,2,3,0,0,0,1,1,2,1,0,0,1,1
16,104,1,1,1,0,1,1,0,3,0,0,0,0,2,1,0,1,0,3,2,3,9,0,0,1
353,105,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,13,0,2,0
3604,105,1,2,2,0,1,1,0,6,2,2,0,0,2,0,0,0,0,2,1,1,0,0,0,0
3146,105,0,1,1,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,2,1,0,0,0,0
88,105,0,2,1,0,1,1,0,4,3,0,0,1,1,0,0,0,1,2,2,2,3,0,0,0
449,107,0,1,1,0,1,1,0,4,0,0,0,1,1,0,0,0,3,2,2,2,4,0,0,0
3044,106,0,2,2,0,1,1,0,3,2,1,0,0,0,0,0,0,0,2,2,2,5,0,0,0
5348,108,0,2,2,0,1,1,0,5,1,0,0,1,0,0,0,1,0,1,2,1,0,0,0,1
449,107,0,1,1,0,1,1,0,4,0,0,0,1,1,0,0,0,3,2,2,2,4,0,0,0
3542,106,0,1,1,0,1,1,0,0,0,1,3,1,2,2,2,0,0,3,2,3,10,0,0,0
7673,107,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
5084,108,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,3,0,3,1,2,15,0,0,1
3667,109,0,1,1,0,1,0,0,5,0,0,0,1,0,0,0,1,2,3,2,3,8,0,0,1
6401,110,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0
3618,104,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,2,0
2771,105,1,1,1,0,1,1,0,0,0,0,0,1,1,2,1,1,0,3,2,3,9,0,0,0
1781,106,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2,3,6,0,2,0
191,108,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,2,0
1024,109,1,2,1,0,1,1,0,0,0,0,0,3,1,0,0,1,0,2,2,2,1,0,0,0
771,110,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0
1218,110,0,1,1,0,1,1,0,1,0,0,0,1,1,2,0,0,1,3,2,3,7,0,0,2
503,106,1,1,1,0,1,1,0,0,0,2,2,1,0,2,2,0,2,2,2,2,7,0,0,0
3555,107,1,2,1,0,1,1,0,4,1,0,0,3,2,0,0,0,1,2,1,1,0,0,0,0
7462,108,1,2,1,0,1,0,0,3,0,0,0,1,0,0,0,1,2,1,2,1,0,0,0,1
1058,109,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,2,2,2,4,0,0,2
2502,110,1,2,1,0,1,0,0,6,0,0,0,2,0,0,0,0,0,2,2,2,7,0,0,1
1923,106,0,1,1,0,1,1,0,0,2,1,1,0,2,2,2,0,0,1,2,1,0,0,0,2
1792,107,0,1,1,0,1,1,0,0,0,0,0,1,1,2,0,0,0,3,2,3,16,0,0,2
6806,108,0,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,2,2,2,7,0,2,0
7651,109,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0
2265,110,0,2,1,0,1,0,0,2,1,0,0,1,2,0,0,0,1,1,2,1,0,0,0,0
2830,106,1,2,1,0,1,1,0,2,2,0,0,1,2,0,0,0,1,2,2,2,12,0,0,0
7480,107,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,2,0
125,108,1,1,1,0,1,1,0,3,0,2,1,0,1,2,2,1,1,3,2,3,6,0,0,1
4481,110,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,3,2,3,6,0,0,2
51,111,0,2,1,0,1,0,0,4,0,0,0,0,0,0,0,1,0,3,2,3,5,0,0,1
3624,111,1,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,5,0,2,0
365,111,1,2,1,0,1,0,0,3,1,2,2,0,1,0,0,0,0,2,2,2,7,0,0,0
103,111,0,1,1,0,1,0,0,0,2,2,0,0,2,2,0,1,0,2,2,2,6,0,0,2
7885,109,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,2,2,4,0,2,1
5567,111,1,1,1,0,1,1,0,0,0,0,0,1,2,2,2,2,0,3,2,3,12,0,0,0
2500,112,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,2,0
3926,112,0,1,1,0,1,1,0,2,1,0,0,1,1,0,0,0,0,3,2,3,10,0,0,1
868,112,0,2,1,0,1,1,0,2,0,0,0,0,1,0,0,1,2,2,1,1,0,0,0,2
2791,111,0,1,1,0,1,1,0,1,2,0,2,1,2,2,2,0,0,2,2,2,3,0,0,0
3381,112,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,1,1
217,112,1,1,1,0,1,1,0,0,2,2,2,0,2,2,2,0,0,3,2,3,11,0,0,1
190,113,0,2,1,0,1,1,0,1,1,0,0,1,2,0,1,0,1,3,2,3,6,0,0,1
772,113,1,1,1,0,1,1,0,3,0,0,0,0,1,0,0,1,0,3,2,3,9,0,0,0
5951,113,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,2,0
1918,114,1,2,1,0,1,1,0,1,2,0,0,0,1,2,1,1,1,1,2,1,0,0,0,1
5943,114,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1
7719,113,0,2,2,0,1,0,0,4,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0
125,114,0,1,1,0,1,1,0,3,0,2,0,1,0,0,1,2,2,3,2,3,5,0,0,0
1317,113,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,14,0,0,0
250,114,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2830,114,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,2,2
3542,82,1,1,1,0,1,1,0,3,2,0,0,1,2,0,0,1,2,3,2,3,8,0,0,2
6401,82,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,5,0,2,0
1690,112,1,2,1,0,1,1,1,4,2,2,0,2,1,2,1,0,2,0,0,0,0,0,0,1
225,113,1,2,1,0,1,1,0,0,2,1,2,0,2,2,2,1,0,2,1,1,0,0,0,0
1676,114,1,1,1,0,1,1,0,2,1,0,0,1,1,0,0,2,0,2,1,1,0,0,0,1
217,82,1,1,1,0,1,1,0,2,1,2,2,0,2,2,2,0,0,1,2,1,0,0,0,0
225,82,0,2,1,0,1,1,0,4,2,0,2,0,2,0,2,0,0,3,2,3,9,0,0,1
5084,82,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,6,0,2,0
3707,82,0,1,1,0,1,1,0,1,2,2,0,2,2,2,0,0,0,3,2,3,8,0,0,2
